A-site,B-site,X-site,T_f,O_f,r_A.eff,P_A,A_HOMO,χ_B,r_B_s+p,A_LUMO,r_B,IE_B,P_B,EA_B,X_p-electron,IC_B,1st_IP_B,VE_B,B_d-electron,1st_IP_X,χ_X,P_X,IC_X,r_X_s+p,r_X,X_s-electron,B_p-electron,EA_X,B_s-electron,X_d-electron,B_f-electron,X_f-electron,hash
C(NH2)3,Au,F,1.3612219534785526,0.6052631578947368,2.78,5.961080732999999,-12.182,1.19,2.66,-5.848,0.805,20.2,5.8,2.30863,6,77,9.23,9,29,17.42,3.98,0.557,10,0.405,1.33,4,24,3.4010000000000002,10,0,14,0,-587972124573125285
C(NH2)3,Au,Cl,1.2411549237652972,0.4447513812154696,2.78,5.961080732999999,-12.182,1.19,2.66,-5.848,0.805,20.2,5.8,2.30863,11,77,9.23,9,29,12.97,3.16,2.18,18,1.01,1.81,6,24,3.613,10,0,14,0,-8092732618294423283
C(NH2)3,Au,Br,1.2121830534626528,0.41071428571428575,2.78,5.961080732999999,-12.182,1.19,2.66,-5.848,0.805,20.2,5.8,2.30863,18,77,9.23,9,29,11.81,2.96,3.04,36,1.2,1.96,8,24,3.364,10,10,14,0,8373198090156034410
C(NH2)3,Au,I,1.1718441831311168,0.3659090909090909,2.78,5.961080732999999,-12.182,1.19,2.66,-5.848,0.805,20.2,5.8,2.30863,24,77,9.23,9,29,10.45,2.66,4.7,54,1.585,2.2,10,24,3.0589999999999997,10,20,14,0,835118630812407364
C(NH2)3,Ba,F,1.0844062950286228,1.0150375939849623,2.78,5.961080732999999,-12.182,1.08,3.4019999999999997,-5.848,1.35,10.00383,39.7,0.14462,6,54,5.21,0,20,17.42,3.98,0.557,10,0.405,1.33,4,24,3.4010000000000002,10,0,0,0,9201340490623565907
C(NH2)3,Ba,Cl,1.0270949764703332,0.7458563535911602,2.78,5.961080732999999,-12.182,1.08,3.4019999999999997,-5.848,1.35,10.00383,39.7,0.14462,11,54,5.21,0,20,12.97,3.16,2.18,18,1.01,1.81,6,24,3.613,10,0,0,0,5076419618566149208
C(NH2)3,Ba,Br,1.0125940008532432,0.6887755102040817,2.78,5.961080732999999,-12.182,1.08,3.4019999999999997,-5.848,1.35,10.00383,39.7,0.14462,18,54,5.21,0,20,11.81,2.96,3.04,36,1.2,1.96,8,24,3.364,10,10,0,0,7515762477922165667
C(NH2)3,Ba,I,0.991941343749016,0.6136363636363636,2.78,5.961080732999999,-12.182,1.08,3.4019999999999997,-5.848,1.35,10.00383,39.7,0.14462,24,54,5.21,0,20,10.45,2.66,4.7,54,1.585,2.2,10,24,3.0589999999999997,10,20,0,0,-2483901114948994318
C(NH2)3,Bi,F,1.1532574883637736,0.8947368421052628,2.78,5.961080732999999,-12.182,2.14,1.9969999999999999,-5.848,1.19,16.703,7.4,0.942362,6,81,7.29,3,30,17.42,3.98,0.557,10,0.405,1.33,4,25,3.4010000000000002,12,0,14,0,-8387446855750563909
C(NH2)3,Bi,Cl,1.0818733752154177,0.6574585635359116,2.78,5.961080732999999,-12.182,2.14,1.9969999999999999,-5.848,1.19,16.703,7.4,0.942362,11,81,7.29,3,30,12.97,3.16,2.18,18,1.01,1.81,6,25,3.613,12,0,14,0,-5422070623486428191
C(NH2)3,Bi,Br,1.0640273469283288,0.6071428571428571,2.78,5.961080732999999,-12.182,2.14,1.9969999999999999,-5.848,1.19,16.703,7.4,0.942362,18,81,7.29,3,30,11.81,2.96,3.04,36,1.2,1.96,8,25,3.364,12,10,14,0,-7834177057477476679
C(NH2)3,Bi,I,1.0387586343094417,0.5409090909090909,2.78,5.961080732999999,-12.182,2.14,1.9969999999999999,-5.848,1.19,16.703,7.4,0.942362,24,81,7.29,3,30,10.45,2.66,4.7,54,1.585,2.2,10,25,3.0589999999999997,12,20,14,0,-3376165228581717278
C(NH2)3,Ca,F,1.247299944496442,0.7518796992481203,2.78,5.961080732999999,-12.182,1.17,3.0,-5.848,1.0,11.87172,25.0,0.02455,6,18,6.11,0,0,17.42,3.98,0.557,10,0.405,1.33,4,12,3.4010000000000002,6,0,0,0,-7934254887672433331
C(NH2)3,Ca,Cl,1.1550249557459975,0.5524861878453039,2.78,5.961080732999999,-12.182,1.17,3.0,-5.848,1.0,11.87172,25.0,0.02455,11,18,6.11,0,0,12.97,3.16,2.18,18,1.01,1.81,6,12,3.613,6,0,0,0,-4849467823582612760
C(NH2)3,Ca,Br,1.132326399602782,0.5102040816326531,2.78,5.961080732999999,-12.182,1.17,3.0,-5.848,1.0,11.87172,25.0,0.02455,18,18,6.11,0,0,11.81,2.96,3.04,36,1.2,1.96,8,12,3.364,6,10,0,0,8096553010832676635
C(NH2)3,Ca,I,1.1004349282215644,0.4545454545454545,2.78,5.961080732999999,-12.182,1.17,3.0,-5.848,1.0,11.87172,25.0,0.02455,24,18,6.11,0,0,10.45,2.66,4.7,54,1.585,2.2,10,12,3.0589999999999997,6,20,0,0,-7197552728931613051
C(NH2)3,Cd,F,1.2746530134546972,0.7142857142857142,2.78,5.961080732999999,-12.182,1.4,2.215,-5.848,0.95,16.90831,7.36,0.3983,6,46,8.99,10,20,17.42,3.98,0.557,10,0.405,1.33,4,18,3.4010000000000002,8,0,0,0,6244053974513310728
C(NH2)3,Cd,Cl,1.1759493208863236,0.5248618784530387,2.78,5.961080732999999,-12.182,1.4,2.215,-5.848,0.95,16.90831,7.36,0.3983,11,46,8.99,10,20,12.97,3.16,2.18,18,1.01,1.81,6,18,3.613,8,0,0,0,7874887178065927320
C(NH2)3,Cd,Br,1.1517821796646857,0.4846938775510204,2.78,5.961080732999999,-12.182,1.4,2.215,-5.848,0.95,16.90831,7.36,0.3983,18,46,8.99,10,20,11.81,2.96,3.04,36,1.2,1.96,8,18,3.364,8,10,0,0,7904676867971699460
C(NH2)3,Cd,I,1.1179021493044463,0.43181818181818177,2.78,5.961080732999999,-12.182,1.4,2.215,-5.848,0.95,16.90831,7.36,0.3983,24,46,8.99,10,20,10.45,2.66,4.7,54,1.585,2.2,10,18,3.0589999999999997,8,20,0,0,2007228108572636440
C(NH2)3,Cu,F,1.4107810051828689,0.5488721804511277,2.78,5.961080732999999,-12.182,1.9,2.04,-5.848,0.73,20.2924,6.1,1.235,6,27,7.73,9,9,17.42,3.98,0.557,10,0.405,1.33,4,12,3.4010000000000002,6,0,0,0,853997352535009806
C(NH2)3,Cu,Cl,1.2778031990733278,0.4033149171270718,2.78,5.961080732999999,-12.182,1.9,2.04,-5.848,0.73,20.2924,6.1,1.235,11,27,7.73,9,9,12.97,3.16,2.18,18,1.01,1.81,6,12,3.613,6,0,0,0,3494817284829313125
C(NH2)3,Cu,Br,1.2459799787450687,0.3724489795918368,2.78,5.961080732999999,-12.182,1.9,2.04,-5.848,0.73,20.2924,6.1,1.235,18,27,7.73,9,9,11.81,2.96,3.04,36,1.2,1.96,8,12,3.364,6,10,0,0,-1789088120274456167
C(NH2)3,Cu,I,1.201840194644712,0.3318181818181818,2.78,5.961080732999999,-12.182,1.9,2.04,-5.848,0.73,20.2924,6.1,1.235,24,27,7.73,9,9,10.45,2.66,4.7,54,1.585,2.2,10,12,3.0589999999999997,6,20,0,0,-3469726819958026616
C(NH2)3,Ge,F,1.4107810051828689,0.5488721804511277,2.78,5.961080732999999,-12.182,2.01,1.56,-5.848,0.73,15.934610000000001,5.84,1.232712,6,30,7.9,2,10,17.42,3.98,0.557,10,0.405,1.33,4,12,3.4010000000000002,8,0,0,0,6808859084832713092
C(NH2)3,Ge,Cl,1.2778031990733278,0.4033149171270718,2.78,5.961080732999999,-12.182,2.01,1.56,-5.848,0.73,15.934610000000001,5.84,1.232712,11,30,7.9,2,10,12.97,3.16,2.18,18,1.01,1.81,6,12,3.613,8,0,0,0,8145798003089712912
C(NH2)3,Ge,Br,1.2459799787450687,0.3724489795918368,2.78,5.961080732999999,-12.182,2.01,1.56,-5.848,0.73,15.934610000000001,5.84,1.232712,18,30,7.9,2,10,11.81,2.96,3.04,36,1.2,1.96,8,12,3.364,8,10,0,0,-2508216365500112257
C(NH2)3,Ge,I,1.201840194644712,0.3318181818181818,2.78,5.961080732999999,-12.182,2.01,1.56,-5.848,0.73,15.934610000000001,5.84,1.232712,24,30,7.9,2,10,10.45,2.66,4.7,54,1.585,2.2,10,12,3.0589999999999997,8,20,0,0,-8071563087160066645
C(NH2)3,Hf,F,1.2058957969612902,0.8120300751879699,2.78,5.961080732999999,-12.182,1.73,2.91,-5.848,1.08,15.0,16.2,0.013999999999999999,6,70,6.83,2,22,17.42,3.98,0.557,10,0.405,1.33,4,24,3.4010000000000002,10,0,14,0,-3151122563875568934
C(NH2)3,Hf,Cl,1.1230519465903992,0.5966850828729282,2.78,5.961080732999999,-12.182,1.73,2.91,-5.848,1.08,15.0,16.2,0.013999999999999999,11,70,6.83,2,22,12.97,3.16,2.18,18,1.01,1.81,6,24,3.613,10,0,14,0,-2942659336156805322
C(NH2)3,Hf,Br,1.1025283364553404,0.5510204081632654,2.78,5.961080732999999,-12.182,1.73,2.91,-5.848,1.08,15.0,16.2,0.013999999999999999,18,70,6.83,2,22,11.81,2.96,3.04,36,1.2,1.96,8,24,3.364,10,10,14,0,1485339696677785596
C(NH2)3,Hf,I,1.0735950519234776,0.4909090909090909,2.78,5.961080732999999,-12.182,1.73,2.91,-5.848,1.08,15.0,16.2,0.013999999999999999,24,70,6.83,2,22,10.45,2.66,4.7,54,1.585,2.2,10,24,3.0589999999999997,10,20,14,0,-1014182344557060657
C(NH2)3,In,F,1.2553818015882117,0.7406015037593985,2.78,5.961080732999999,-12.182,1.63,2.05,-5.848,0.985,18.8703,9.1,0.3,6,47,5.79,1,20,17.42,3.98,0.557,10,0.405,1.33,4,18,3.4010000000000002,9,0,0,0,-1957912775074182446
C(NH2)3,In,Cl,1.1612236585496432,0.5441988950276243,2.78,5.961080732999999,-12.182,1.63,2.05,-5.848,0.985,18.8703,9.1,0.3,11,47,5.79,1,20,12.97,3.16,2.18,18,1.01,1.81,6,18,3.613,9,0,0,0,2912349367718741036
C(NH2)3,In,Br,1.1380937666635773,0.5025510204081632,2.78,5.961080732999999,-12.182,1.63,2.05,-5.848,0.985,18.8703,9.1,0.3,18,47,5.79,1,20,11.81,2.96,3.04,36,1.2,1.96,8,18,3.364,9,10,0,0,6064188761866335495
C(NH2)3,In,I,1.1056175103011008,0.4477272727272727,2.78,5.961080732999999,-12.182,1.63,2.05,-5.848,0.985,18.8703,9.1,0.3,24,47,5.79,1,20,10.45,2.66,4.7,54,1.585,2.2,10,18,3.0589999999999997,9,20,0,0,4055874095797925198
C(NH2)3,Mg,F,1.4176628637447366,0.5413533834586466,2.78,5.961080732999999,-12.182,1.31,2.03,-5.848,0.72,15.03527,10.6,0.2623,6,10,7.65,0,0,17.42,3.98,0.557,10,0.405,1.33,4,6,3.4010000000000002,4,0,0,0,5853296251985775426
C(NH2)3,Mg,Cl,1.2828538046032618,0.3977900552486188,2.78,5.961080732999999,-12.182,1.31,2.03,-5.848,0.72,15.03527,10.6,0.2623,11,10,7.65,0,0,12.97,3.16,2.18,18,1.01,1.81,6,6,3.613,4,0,0,0,1228120818315076762
C(NH2)3,Mg,Br,1.250629157770237,0.3673469387755102,2.78,5.961080732999999,-12.182,1.31,2.03,-5.848,0.72,15.03527,10.6,0.2623,18,10,7.65,0,0,11.81,2.96,3.04,36,1.2,1.96,8,6,3.364,4,10,0,0,8266302564158199070
C(NH2)3,Mg,I,1.2059560857222626,0.3272727272727272,2.78,5.961080732999999,-12.182,1.31,2.03,-5.848,0.72,15.03527,10.6,0.2623,24,10,7.65,0,0,10.45,2.66,4.7,54,1.585,2.2,10,6,3.0589999999999997,4,20,0,0,-6993451511247633150
C(NH2)3,Mo,F,1.303232677433502,0.6766917293233082,2.78,5.961080732999999,-12.182,1.94,2.72,-5.848,0.9,16.16,12.8,0.748,6,40,7.09,4,14,17.42,3.98,0.557,10,0.405,1.33,4,18,3.4010000000000002,8,0,0,0,4561649580292163054
C(NH2)3,Mo,Cl,1.1976458028214956,0.4972375690607735,2.78,5.961080732999999,-12.182,1.94,2.72,-5.848,0.9,16.16,12.8,0.748,11,40,7.09,4,14,12.97,3.16,2.18,18,1.01,1.81,6,18,3.613,8,0,0,0,-4412510596769114408
C(NH2)3,Mo,Br,1.1719182317567258,0.4591836734693878,2.78,5.961080732999999,-12.182,1.94,2.72,-5.848,0.9,16.16,12.8,0.748,18,40,7.09,4,14,11.81,2.96,3.04,36,1.2,1.96,8,18,3.364,8,10,0,0,-8460330012297851127
C(NH2)3,Mo,I,1.1359328291319375,0.40909090909090906,2.78,5.961080732999999,-12.182,1.94,2.72,-5.848,0.9,16.16,12.8,0.748,24,40,7.09,4,14,10.45,2.66,4.7,54,1.585,2.2,10,18,3.0589999999999997,8,20,0,0,-5009343592359250155
C(NH2)3,Nb,F,1.2526762373606506,0.744360902255639,2.78,5.961080732999999,-12.182,2.03,2.79,-5.848,0.99,14.0,15.7,0.9159999999999999,6,39,6.76,3,13,17.42,3.98,0.557,10,0.405,1.33,4,18,3.4010000000000002,8,0,0,0,-5546992603911409125
C(NH2)3,Nb,Cl,1.1591500448736618,0.5469613259668508,2.78,5.961080732999999,-12.182,2.03,2.79,-5.848,0.99,14.0,15.7,0.9159999999999999,11,39,6.76,3,13,12.97,3.16,2.18,18,1.01,1.81,6,18,3.613,8,0,0,0,6217723473011204489
C(NH2)3,Nb,Br,1.1361647941777069,0.5051020408163265,2.78,5.961080732999999,-12.182,2.03,2.79,-5.848,0.99,14.0,15.7,0.9159999999999999,18,39,6.76,3,13,11.81,2.96,3.04,36,1.2,1.96,8,18,3.364,8,10,0,0,-7427409576630208380
C(NH2)3,Nb,I,1.1038845674949862,0.45,2.78,5.961080732999999,-12.182,2.03,2.79,-5.848,0.99,14.0,15.7,0.9159999999999999,24,39,6.76,3,13,10.45,2.66,4.7,54,1.585,2.2,10,18,3.0589999999999997,8,20,0,0,8958633734578142638
C(NH2)3,Ni,F,1.4387172627112423,0.5187969924812029,2.78,5.961080732999999,-12.182,1.76,2.18,-5.848,0.69,18.16884,6.8,1.156,6,26,7.64,8,8,17.42,3.98,0.557,10,0.405,1.33,4,12,3.4010000000000002,6,0,0,0,9122041234655144127
C(NH2)3,Ni,Cl,1.2982480502585012,0.3812154696132597,2.78,5.961080732999999,-12.182,1.76,2.18,-5.848,0.69,18.16884,6.8,1.156,11,26,7.64,8,8,12.97,3.16,2.18,18,1.01,1.81,6,12,3.613,6,0,0,0,1321214884230190284
C(NH2)3,Ni,Br,1.2647872237072586,0.3520408163265306,2.78,5.961080732999999,-12.182,1.76,2.18,-5.848,0.69,18.16884,6.8,1.156,18,26,7.64,8,8,11.81,2.96,3.04,36,1.2,1.96,8,12,3.364,6,10,0,0,4329400377948164843
C(NH2)3,Ni,I,1.2184746610065766,0.3136363636363636,2.78,5.961080732999999,-12.182,1.76,2.18,-5.848,0.69,18.16884,6.8,1.156,24,26,7.64,8,8,10.45,2.66,4.7,54,1.585,2.2,10,12,3.0589999999999997,6,20,0,0,-3767184051418092787
C(NH2)3,P,F,1.482759627896281,0.4736842105263158,2.78,5.961080732999999,-12.182,2.32,1.24,-5.848,0.63,19.7695,3.63,0.746607,6,13,10.49,3,0,17.42,3.98,0.557,10,0.405,1.33,4,7,3.4010000000000002,6,0,0,0,-3613839535659858422
C(NH2)3,P,Cl,1.3301721826419068,0.34806629834254144,2.78,5.961080732999999,-12.182,2.32,1.24,-5.848,0.63,19.7695,3.63,0.746607,11,13,10.49,3,0,12.97,3.16,2.18,18,1.01,1.81,6,7,3.613,6,0,0,0,-5423116402070943552
C(NH2)3,P,Br,1.294087313831751,0.32142857142857145,2.78,5.961080732999999,-12.182,2.32,1.24,-5.848,0.63,19.7695,3.63,0.746607,18,13,10.49,3,0,11.81,2.96,3.04,36,1.2,1.96,8,7,3.364,6,10,0,0,-6358570826556644038
C(NH2)3,P,I,1.244308046045585,0.2863636363636363,2.78,5.961080732999999,-12.182,2.32,1.24,-5.848,0.63,19.7695,3.63,0.746607,24,13,10.49,3,0,10.45,2.66,4.7,54,1.585,2.2,10,7,3.0589999999999997,6,20,0,0,8345771444892420658
C(NH2)3,Pb,F,1.1532574883637736,0.8947368421052628,2.78,5.961080732999999,-12.182,1.8,2.09,-5.848,1.19,15.03248,6.98,0.364,6,80,7.42,2,30,17.42,3.98,0.557,10,0.405,1.33,4,24,3.4010000000000002,12,0,14,0,-5801945335742739420
C(NH2)3,Pb,Cl,1.0818733752154177,0.6574585635359116,2.78,5.961080732999999,-12.182,1.8,2.09,-5.848,1.19,15.03248,6.98,0.364,11,80,7.42,2,30,12.97,3.16,2.18,18,1.01,1.81,6,24,3.613,12,0,14,0,-3363085494168195573
C(NH2)3,Pd,F,1.3270360140076298,0.6466165413533834,2.78,5.961080732999999,-12.182,2.08,2.45,-5.848,0.86,19.43,4.8,0.562,6,44,8.34,8,18,17.42,3.98,0.557,10,0.405,1.33,4,18,3.4010000000000002,8,0,0,0,-1872909521266252072
C(NH2)3,Pd,Cl,1.215588062039795,0.4751381215469613,2.78,5.961080732999999,-12.182,2.08,2.45,-5.848,0.86,19.43,4.8,0.562,11,44,8.34,8,18,12.97,3.16,2.18,18,1.01,1.81,6,18,3.613,8,0,0,0,-5784880972130984667
C(NH2)3,Pd,Br,1.1885411853986652,0.4387755102040816,2.78,5.961080732999999,-12.182,2.08,2.45,-5.848,0.86,19.43,4.8,0.562,18,44,8.34,8,18,11.81,2.96,3.04,36,1.2,1.96,8,18,3.364,8,10,0,0,-6785358968057768314
C(NH2)3,Pd,I,1.1507816242839892,0.3909090909090909,2.78,5.961080732999999,-12.182,2.08,2.45,-5.848,0.86,19.43,4.8,0.562,24,44,8.34,8,18,10.45,2.66,4.7,54,1.585,2.2,10,18,3.0589999999999997,8,20,0,0,4629117248206885090
C(NH2)3,Re,F,1.3331233351728025,0.6390977443609022,2.78,5.961080732999999,-12.182,2.06,2.68,-5.848,0.85,17.833,9.7,0.15,6,73,7.88,5,25,17.42,3.98,0.557,10,0.405,1.33,4,24,3.4010000000000002,10,0,14,0,-3021564973403289143
C(NH2)3,Re,Cl,1.2201579419722757,0.4696132596685082,2.78,5.961080732999999,-12.182,2.06,2.68,-5.848,0.85,17.833,9.7,0.15,11,73,7.88,5,25,12.97,3.16,2.18,18,1.01,1.81,6,24,3.613,10,0,14,0,756792109091615480
C(NH2)3,Re,Br,1.192770869332468,0.4336734693877551,2.78,5.961080732999999,-12.182,2.06,2.68,-5.848,0.85,17.833,9.7,0.15,18,73,7.88,5,25,11.81,2.96,3.04,36,1.2,1.96,8,24,3.364,10,10,14,0,5708414456425964167
C(NH2)3,Re,I,1.1545546787898382,0.3863636363636363,2.78,5.961080732999999,-12.182,2.06,2.68,-5.848,0.85,17.833,9.7,0.15,24,73,7.88,5,25,10.45,2.66,4.7,54,1.585,2.2,10,24,3.0589999999999997,10,20,14,0,6872395932327912171
C(NH2)3,Rh,F,1.3392667606805115,0.631578947368421,2.78,5.961080732999999,-12.182,1.99,2.52,-5.848,0.84,18.08,8.6,1.137,6,43,7.46,7,17,17.42,3.98,0.557,10,0.405,1.33,4,18,3.4010000000000002,8,0,0,0,5610761330840631298
C(NH2)3,Rh,Cl,1.2247623115646238,0.4640883977900552,2.78,5.961080732999999,-12.182,1.99,2.52,-5.848,0.84,18.08,8.6,1.137,11,43,7.46,7,17,12.97,3.16,2.18,18,1.01,1.81,6,18,3.613,8,0,0,0,-253238393189426224
C(NH2)3,Rh,Br,1.1970307652943697,0.42857142857142855,2.78,5.961080732999999,-12.182,1.99,2.52,-5.848,0.84,18.08,8.6,1.137,18,43,7.46,7,17,11.81,2.96,3.04,36,1.2,1.96,8,18,3.364,8,10,0,0,-4182913406793564116
C(NH2)3,Rh,I,1.1583525560226997,0.3818181818181818,2.78,5.961080732999999,-12.182,1.99,2.52,-5.848,0.84,18.08,8.6,1.137,24,43,7.46,7,17,10.45,2.66,4.7,54,1.585,2.2,10,18,3.0589999999999997,8,20,0,0,-1097079678629039215
C(NH2)3,Sb,F,1.1578521397118366,0.8872180451127819,2.78,5.961080732999999,-12.182,2.14,1.765,-5.848,1.18,16.63,6.6,1.046,6,49,8.54,3,20,17.42,3.98,0.557,10,0.405,1.33,4,19,3.4010000000000002,10,0,0,0,-3519771991456518191
C(NH2)3,Sb,Cl,1.0854916808181445,0.6519337016574586,2.78,5.961080732999999,-12.182,2.14,1.765,-5.848,1.18,16.63,6.6,1.046,11,49,8.54,3,20,12.97,3.16,2.18,18,1.01,1.81,6,19,3.613,10,0,0,0,-3175800447397950608
C(NH2)3,Sb,Br,1.0674159690523044,0.6020408163265306,2.78,5.961080732999999,-12.182,2.14,1.765,-5.848,1.18,16.63,6.6,1.046,18,49,8.54,3,20,11.81,2.96,3.04,36,1.2,1.96,8,19,3.364,10,10,0,0,5808561744965597333
C(NH2)3,Sb,I,1.0418318847068069,0.5363636363636363,2.78,5.961080732999999,-12.182,2.14,1.765,-5.848,1.18,16.63,6.6,1.046,24,49,8.54,3,20,10.45,2.66,4.7,54,1.585,2.2,10,19,3.0589999999999997,10,20,0,0,3305618680448601815
C(NH2)3,Sc,F,1.2802682249677135,0.7067669172932329,2.78,5.961080732999999,-12.182,1.5,2.75,-5.848,0.94,12.79977,17.8,0.188,6,19,6.56,1,1,17.42,3.98,0.557,10,0.405,1.33,4,12,3.4010000000000002,6,0,0,0,-8942813636480272387
C(NH2)3,Sc,Cl,1.180225500235001,0.5193370165745856,2.78,5.961080732999999,-12.182,1.5,2.75,-5.848,0.94,12.79977,17.8,0.188,11,19,6.56,1,1,12.97,3.16,2.18,18,1.01,1.81,6,12,3.613,6,0,0,0,4300488567341545660
C(NH2)3,Sc,Br,1.1557538423531846,0.4795918367346938,2.78,5.961080732999999,-12.182,1.5,2.75,-5.848,0.94,12.79977,17.8,0.188,18,19,6.56,1,1,11.81,2.96,3.04,36,1.2,1.96,8,12,3.364,6,10,0,0,1000285996274911698
C(NH2)3,Sc,I,1.1214623472321676,0.4272727272727272,2.78,5.961080732999999,-12.182,1.5,2.75,-5.848,0.94,12.79977,17.8,0.188,24,19,6.56,1,1,10.45,2.66,4.7,54,1.585,2.2,10,12,3.0589999999999997,6,20,0,0,-4463707443113351700
C(NH2)3,Si,F,1.46778225791753,0.4887218045112782,2.78,5.961080732999999,-12.182,1.98,1.42,-5.848,0.65,16.54584,5.53,1.3895211,6,12,8.15,2,0,17.42,3.98,0.557,10,0.405,1.33,4,6,3.4010000000000002,6,0,0,0,-3119098467994417730
C(NH2)3,Si,Cl,1.3193577746529483,0.35911602209944754,2.78,5.961080732999999,-12.182,1.98,1.42,-5.848,0.65,16.54584,5.53,1.3895211,11,12,8.15,2,0,12.97,3.16,2.18,18,1.01,1.81,6,6,3.613,6,0,0,0,-3131833524294852405
C(NH2)3,Si,Br,1.284170935947983,0.3316326530612245,2.78,5.961080732999999,-12.182,1.98,1.42,-5.848,0.65,16.54584,5.53,1.3895211,18,12,8.15,2,0,11.81,2.96,3.04,36,1.2,1.96,8,6,3.364,6,10,0,0,2128748338163071074
C(NH2)3,Si,I,1.2355760597575465,0.2954545454545454,2.78,5.961080732999999,-12.182,1.98,1.42,-5.848,0.65,16.54584,5.53,1.3895211,24,12,8.15,2,0,10.45,2.66,4.7,54,1.585,2.2,10,6,3.0589999999999997,6,20,0,0,-6279528465461945971
C(NH2)3,Sn,F,1.1862077023170243,0.8421052631578948,2.78,5.961080732999999,-12.182,1.96,1.88,-5.848,1.12,14.6322,6.28,1.112067,6,48,7.34,2,10,17.42,3.98,0.557,10,0.405,1.33,4,18,3.4010000000000002,10,0,0,0,71104076868231577
C(NH2)3,Sn,Cl,1.1077201794014515,0.6187845303867404,2.78,5.961080732999999,-12.182,1.96,1.88,-5.848,1.12,14.6322,6.28,1.112067,11,48,7.34,2,10,12.97,3.16,2.18,18,1.01,1.81,6,18,3.613,10,0,0,0,5331528324288164604
C(NH2)3,Sn,Br,1.0882097866312452,0.5714285714285715,2.78,5.961080732999999,-12.182,1.96,1.88,-5.848,1.12,14.6322,6.28,1.112067,18,48,7.34,2,10,11.81,2.96,3.04,36,1.2,1.96,8,18,3.364,10,10,0,0,-5589951456949320125
C(NH2)3,Sr,F,1.1578521397118366,0.8872180451127819,2.78,5.961080732999999,-12.182,1.13,3.21,-5.848,1.18,11.0301,27.6,0.048,6,36,5.7,0,10,17.42,3.98,0.557,10,0.405,1.33,4,18,3.4010000000000002,8,0,0,0,2800408780053651838
C(NH2)3,Sr,Cl,1.0854916808181445,0.6519337016574586,2.78,5.961080732999999,-12.182,1.13,3.21,-5.848,1.18,11.0301,27.6,0.048,11,36,5.7,0,10,12.97,3.16,2.18,18,1.01,1.81,6,18,3.613,8,0,0,0,658000323099844548
C(NH2)3,Sr,Br,1.0674159690523044,0.6020408163265306,2.78,5.961080732999999,-12.182,1.13,3.21,-5.848,1.18,11.0301,27.6,0.048,18,36,5.7,0,10,11.81,2.96,3.04,36,1.2,1.96,8,18,3.364,8,10,0,0,-7963025986555345747
C(NH2)3,Sr,I,1.0418318847068069,0.5363636363636363,2.78,5.961080732999999,-12.182,1.13,3.21,-5.848,1.18,11.0301,27.6,0.048,24,36,5.7,0,10,10.45,2.66,4.7,54,1.585,2.2,10,18,3.0589999999999997,8,20,0,0,-7707633729558523006
C(NH2)3,Ta,F,1.258099078215026,0.7368421052631579,2.78,5.961080732999999,-12.182,1.94,2.79,-5.848,0.98,15.5,13.1,0.322,6,71,7.89,3,23,17.42,3.98,0.557,10,0.405,1.33,4,24,3.4010000000000002,10,0,14,0,-5038446127455995235
C(NH2)3,Ta,Cl,1.1633047045327072,0.5414364640883977,2.78,5.961080732999999,-12.182,1.94,2.79,-5.848,0.98,15.5,13.1,0.322,11,71,7.89,3,23,12.97,3.16,2.18,18,1.01,1.81,6,24,3.613,10,0,14,0,-8748496392558194054
C(NH2)3,Ta,Br,1.140029300280352,0.5,2.78,5.961080732999999,-12.182,1.94,2.79,-5.848,0.98,15.5,13.1,0.322,18,71,7.89,3,23,11.81,2.96,3.04,36,1.2,1.96,8,24,3.364,10,10,14,0,1893423762855319367
C(NH2)3,Ta,I,1.1073559026128952,0.44545454545454544,2.78,5.961080732999999,-12.182,1.94,2.79,-5.848,0.98,15.5,13.1,0.322,24,71,7.89,3,23,10.45,2.66,4.7,54,1.585,2.2,10,24,3.0589999999999997,10,20,14,0,-1288324514947049257
C(NH2)3,Ti,F,1.3270360140076298,0.6466165413533834,2.78,5.961080732999999,-12.182,1.86,2.58,-5.848,0.86,13.5755,14.6,0.079,6,20,6.83,2,5,17.42,3.98,0.557,10,0.405,1.33,4,12,3.4010000000000002,6,0,0,0,1824780738530363119
C(NH2)3,Ti,Cl,1.215588062039795,0.4751381215469613,2.78,5.961080732999999,-12.182,1.86,2.58,-5.848,0.86,13.5755,14.6,0.079,11,20,6.83,2,5,12.97,3.16,2.18,18,1.01,1.81,6,12,3.613,6,0,0,0,8339579329777324094
C(NH2)3,Ti,Br,1.1885411853986652,0.4387755102040816,2.78,5.961080732999999,-12.182,1.86,2.58,-5.848,0.86,13.5755,14.6,0.079,18,20,6.83,2,5,11.81,2.96,3.04,36,1.2,1.96,8,12,3.364,6,10,0,0,75719579493985454
C(NH2)3,Ti,I,1.1507816242839892,0.3909090909090909,2.78,5.961080732999999,-12.182,1.86,2.58,-5.848,0.86,13.5755,14.6,0.079,24,20,6.83,2,5,10.45,2.66,4.7,54,1.585,2.2,10,12,3.0589999999999997,6,20,0,0,-5649785371775084655
